,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
256,257,3,EV,8:01,11:59,HIT,"PIT #28 PETTERSSON HIT TBL #79 COLTON, Def. Zone","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
257,258,3,EV,8:08,11:52,MISS,"TBL #27 MCDONAGH, Slap, Wide of Net, Off. Zone, 43 ft.","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
258,259,3,EV,8:16,11:44,GIVE,"TBL GIVEAWAY - #27 MCDONAGH, Def. Zone","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
259,260,3,EV,8:24,11:36,HIT,"TBL #81 CERNAK HIT PIT #16 ZUCKER, Def. Zone","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
260,261,3,EV,8:40,11:20,HIT,"TBL #27 MCDONAGH HIT PIT #49 SIMON, Def. Zone","{'C': '53', 'L': '23', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
261,262,3,,9:14,10:46,STOP,ICING,"{'C': '77', 'R': '17', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '77', 'D2': '98', 'G': '88'}",,,,,,
262,263,3,EV,9:14,10:46,FAC,PIT won Off. Zone - PIT #77 CARTER vs TBL #21 POINT,"{'C': '77', 'R': '17', 'L': '43', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '77', 'D2': '98', 'G': '88'}",,,,,,
263,264,3,EV,9:30,10:30,HIT,"TBL #21 POINT HIT PIT #2 RUHWEDEL, Off. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '21', 'R': '86', 'D1': '77', 'D2': '98', 'G': '88'}",,,,,,
264,265,3,EV,9:44,10:16,GIVE,"TBL GIVEAWAY - #86 KUCHEROV, Off. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '21', 'R': '86', 'D1': '77', 'D2': '98', 'G': '88'}",,,,,,
265,266,3,EV,10:11,9:49,MISS,"PIT #10 O'CONNOR, Wrist, Wide of Net, Off. Zone, 31 ft.","{'C': '18', 'L': '10', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",Drew O'Connor,Andrei Vasilevskiy,,,2021-10-13T01:50:54Z,"{'x': -61.0, 'y': 14.0}"
266,267,3,EV,10:14,9:46,MISS,"PIT #6 MARINO, Wrist, Over Net, Off. Zone, 29 ft.","{'C': '18', 'L': '10', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",John Marino,Andrei Vasilevskiy,,,2021-10-13T01:50:57Z,"{'x': -61.0, 'y': -9.0}"
267,268,3,EV,10:22,9:38,BLOCK,"PIT #6 MARINO BLOCKED BY  TBL #17 KILLORN, Wrist, Def. Zone","{'C': '18', 'L': '10', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",Alex Killorn,John Marino,,,2021-10-13T01:51:05Z,"{'x': -80.0, 'y': 3.0}"
268,269,3,,10:28,9:32,STOP,ICING,"{'C': '9', 'R': '42', 'L': '16', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,2021-10-13T01:51:11Z,{}
269,270,3,EV,10:28,9:32,FAC,PIT won Off. Zone - PIT #9 RODRIGUES vs TBL #71 CIRELLI,"{'C': '9', 'R': '42', 'L': '16', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",Evan Rodrigues,Anthony Cirelli,,,2021-10-13T01:51:47Z,"{'x': -69.0, 'y': 22.0}"
270,271,3,EV,10:48,9:12,SHOT,"PIT ONGOAL - #16 ZUCKER, Wrist, Off. Zone, 21 ft.","{'C': '9', 'R': '42', 'L': '16', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'R': '16', 'D1': '27', 'D2': '81', 'G': '88'}",Jason Zucker,Andrei Vasilevskiy,,,2021-10-13T01:52:07Z,"{'x': -73.0, 'y': -14.0}"
271,272,3,EV,11:32,8:28,GOAL,"PIT #49 SIMON(1), Wrist, Off. Zone, 47 ft.Assists: #58 LETANG(1); #23 MCGINN(1)","{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '24', 'D2': '98', 'G': '88'}",Dominik Simon,Kris Letang,Brock McGinn,Andrei Vasilevskiy,2021-10-13T01:52:51Z,"{'x': -52.0, 'y': 29.0}"
272,273,3,EV,11:32,8:28,FAC,TBL won Neu. Zone - PIT #77 CARTER vs TBL #79 COLTON,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '44', 'D2': '77', 'G': '88'}",Ross Colton,Jeff Carter,,,2021-10-13T01:53:41Z,"{'x': 0.0, 'y': 0.0}"
273,274,3,EV,11:40,8:20,SHOT,"TBL ONGOAL - #77 HEDMAN, Wrist, Neu. Zone, 103 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '44', 'D2': '77', 'G': '88'}",Victor Hedman,Tristan Jarry,,,2021-10-13T01:53:49Z,"{'x': -8.0, 'y': 35.0}"
274,275,3,EV,11:42,8:18,HIT,"PIT #77 CARTER HIT TBL #79 COLTON, Def. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '44', 'D2': '77', 'G': '88'}",Jeff Carter,Ross Colton,,,2021-10-13T01:53:51Z,"{'x': 94.0, 'y': 20.0}"
275,276,3,EV,11:46,8:14,SHOT,"TBL ONGOAL - #44 RUTTA, Wrist, Off. Zone, 54 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '44', 'D2': '77', 'G': '88'}",Jan Rutta,Tristan Jarry,,,2021-10-13T01:53:55Z,"{'x': 40.0, 'y': -24.0}"
276,277,3,,11:46,8:14,STOP,"GOALIE STOPPED (AFTER SOG),TV TIMEOUT","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,
277,278,3,EV,11:46,8:14,FAC,TBL won Off. Zone - PIT #53 BLUEGER vs TBL #79 COLTON,"{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '44', 'D2': '77', 'G': '88'}",Ross Colton,Teddy Blueger,,,2021-10-13T01:56:20Z,"{'x': 69.0, 'y': -22.0}"
278,279,3,EV,11:52,8:08,BLOCK,"TBL #44 RUTTA BLOCKED BY  PIT #11 BOYLE, Slap, Def. Zone","{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '44', 'D2': '77', 'G': '88'}",Brian Boyle,Jan Rutta,,,2021-10-13T01:56:26Z,"{'x': 60.0, 'y': 0.0}"
279,280,3,EV,12:03,7:57,HIT,"TBL #7 JOSEPH HIT PIT #53 BLUEGER, Def. Zone","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '44', 'D2': '77', 'G': '88'}",Mathieu Joseph,Teddy Blueger,,,2021-10-13T01:56:37Z,"{'x': -98.0, 'y': -12.0}"
280,281,3,EV,12:22,7:38,HIT,"PIT #23 MCGINN HIT TBL #14 MAROON, Off. Zone","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '21', 'R': '7', 'L': '14', 'D1': '44', 'D2': '77', 'G': '88'}",Brock McGinn,Pat Maroon,,,2021-10-13T01:56:56Z,"{'x': -93.0, 'y': 21.0}"
281,282,3,EV,12:27,7:33,SHOT,"PIT ONGOAL - #49 SIMON, Wrist, Off. Zone, 45 ft.","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '21', 'R': '7', 'L': '14', 'D1': '44', 'D2': '77', 'G': '88'}",Dominik Simon,Andrei Vasilevskiy,,,2021-10-13T01:57:01Z,"{'x': -53.0, 'y': -28.0}"
282,283,3,,12:27,7:33,STOP,PUCK IN NETTING,"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '21', 'R': '7', 'L': '14', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,
283,284,3,EV,12:27,7:33,FAC,TBL won Def. Zone - PIT #17 RUST vs TBL #21 POINT,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '81', 'D2': '98', 'G': '88'}",Brayden Point,Bryan Rust,,,2021-10-13T01:57:51Z,"{'x': -69.0, 'y': -22.0}"
284,285,3,,12:39,7:21,STOP,OFFSIDE,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '81', 'D2': '98', 'G': '88'}",,,,,2021-10-13T01:58:03Z,{}
285,286,3,EV,12:39,7:21,FAC,TBL won Neu. Zone - PIT #77 CARTER vs TBL #71 CIRELLI,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'R': '10', 'D1': '77', 'D2': '98', 'G': '88'}",Anthony Cirelli,Jeff Carter,,,2021-10-13T01:58:31Z,"{'x': 20.0, 'y': 22.0}"
286,287,3,EV,13:05,6:55,HIT,"TBL #10 PERRY HIT PIT #8 DUMOULIN, Off. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'R': '10', 'D1': '77', 'D2': '98', 'G': '88'}",Corey Perry,Brian Dumoulin,,,2021-10-13T01:58:57Z,"{'x': 96.0, 'y': 26.0}"
287,288,3,EV,13:48,6:12,SHOT,"TBL ONGOAL - #27 MCDONAGH, Snap, Off. Zone, 38 ft.","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",Ryan McDonagh,Tristan Jarry,,,2021-10-13T01:59:40Z,"{'x': 72.0, 'y': 34.0}"
288,289,3,,13:48,6:12,STOP,"GOALIE STOPPED (AFTER SOG),TV TIMEOUT","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,
289,290,3,EV,13:48,6:12,FAC,TBL won Off. Zone - PIT #77 CARTER vs TBL #71 CIRELLI,"{'C': '77', 'R': '17', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'R': '86', 'D1': '77'}",Anthony Cirelli,Jeff Carter,,,2021-10-13T02:02:04Z,"{'x': 69.0, 'y': 22.0}"
290,291,3,EV,14:18,5:42,SHOT,"TBL ONGOAL - #17 KILLORN, Tip-In, Off. Zone, 7 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'R': '86', 'D1': '77'}",Alex Killorn,Tristan Jarry,,,2021-10-13T02:02:34Z,"{'x': 84.0, 'y': -5.0}"
291,292,3,,14:18,5:42,STOP,GOALIE STOPPED (AFTER SOG),"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'R': '86', 'D1': '77'}",,,,,,
292,293,3,EV,14:18,5:42,FAC,TBL won Off. Zone - PIT #11 BOYLE vs TBL #91 STAMKOS,"{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'R': '86', 'D1': '77'}",Steven Stamkos,Brian Boyle,,,2021-10-13T02:03:13Z,"{'x': 69.0, 'y': -22.0}"
293,294,3,EV,14:23,5:37,GOAL,"TBL #71 CIRELLI(1), Tip-In, Off. Zone, 14 ft.Assists: #77 HEDMAN(1); #91 STAMKOS(1)","{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'R': '86', 'D1': '77'}",Anthony Cirelli,Victor Hedman,Steven Stamkos,Tristan Jarry,2021-10-13T02:03:17Z,"{'x': 75.0, 'y': 1.0}"
294,295,3,EV,14:23,5:37,FAC,PIT won Neu. Zone - PIT #53 BLUEGER vs TBL #71 CIRELLI,"{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '71', 'R': '86', 'D1': '77', 'D2': '98', 'G': '88'}",Teddy Blueger,Anthony Cirelli,,,2021-10-13T02:04:16Z,"{'x': 0.0, 'y': 0.0}"
295,296,3,EV,14:53,5:07,GOAL,"PIT #53 BLUEGER(1), Wrist, Off. Zone, 29 ft.Assist: #58 LETANG(2)","{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'R': '86', 'D1': '77', 'D2': '98'}",Teddy Blueger,Kris Letang,,,2021-10-13T02:04:46Z,"{'x': -63.0, 'y': 14.0}"
296,297,3,EV,14:53,5:07,FAC,PIT won Neu. Zone - PIT #77 CARTER vs TBL #41 BELLEMARE,"{'C': '77', 'R': '17', 'L': '43', 'D1': '6', 'D2': '28', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '24', 'D2': '27', 'G': '88'}",Jeff Carter,Pierre-Edouard Bellemare,,,2021-10-13T02:05:30Z,"{'x': 0.0, 'y': 0.0}"
297,298,3,EV,15:31,4:29,BLOCK,"PIT #6 MARINO BLOCKED BY  TBL #10 PERRY, Wrist, Def. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '6', 'D2': '28', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '24', 'D2': '27', 'G': '88'}",Corey Perry,John Marino,,,2021-10-13T02:06:08Z,"{'x': -51.0, 'y': 11.0}"
298,299,3,EV,15:40,4:20,BLOCK,"PIT #17 RUST BLOCKED BY  TBL #16 RADDYSH, Wrist, Def. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '6', 'D2': '28', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '44', 'D2': '98', 'G': '88'}",Taylor Raddysh,Bryan Rust,,,2021-10-13T02:06:17Z,"{'x': -51.0, 'y': 19.0}"
299,300,3,,16:12,3:48,STOP,PUCK FROZEN,"{'C': '9', 'R': '42', 'L': '16', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'D1': '44', 'D2': '98', 'G': '88'}",,,,,2021-10-13T02:06:50Z,{}
300,301,3,EV,16:12,3:48,FAC,PIT won Def. Zone - PIT #9 RODRIGUES vs TBL #91 STAMKOS,"{'C': '9', 'R': '42', 'L': '16', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'R': '86', 'D1': '77'}",Evan Rodrigues,Steven Stamkos,,,2021-10-13T02:07:29Z,"{'x': 69.0, 'y': -22.0}"
301,302,3,,16:18,3:42,STOP,"PUCK IN BENCHES,TV TIMEOUT","{'C': '9', 'R': '42', 'L': '16', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'R': '86', 'D1': '77'}",,,,,2021-10-13T02:07:35Z,{}
302,303,3,EV,16:18,3:42,FAC,TBL won Neu. Zone - PIT #77 CARTER vs TBL #71 CIRELLI,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '71', 'R': '86', 'D1': '27', 'D2': '77', 'G': '88'}",Anthony Cirelli,Jeff Carter,,,2021-10-13T02:09:58Z,"{'x': 20.0, 'y': 22.0}"
303,304,3,EV,16:35,3:25,SHOT,"TBL ONGOAL - #21 POINT, Wrist, Off. Zone, 11 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'R': '86', 'D1': '77'}",Brayden Point,Tristan Jarry,,,2021-10-13T02:10:15Z,"{'x': 78.0, 'y': 2.0}"
304,305,3,EV,16:49,3:11,GOAL,"TBL #17 KILLORN(1), Snap, Off. Zone, 22 ft.Assists: #91 STAMKOS(2); #71 CIRELLI(1)","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'R': '86', 'D1': '77'}",Alex Killorn,Steven Stamkos,Anthony Cirelli,Tristan Jarry,2021-10-13T02:10:29Z,"{'x': 69.0, 'y': 10.0}"
305,306,3,EV,16:49,3:11,FAC,TBL won Neu. Zone - PIT #53 BLUEGER vs TBL #79 COLTON,"{'C': '53', 'L': '23', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '7', 'L': '14', 'D1': '27', 'D2': '98', 'G': '88'}",Ross Colton,Teddy Blueger,,,2021-10-13T02:11:14Z,"{'x': 0.0, 'y': 0.0}"
306,307,3,EV,17:21,2:39,MISS,"TBL #79 COLTON, Wrist, Over Net, Off. Zone, 36 ft.","{'C': '53', 'L': '23', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '10', 'L': '18', 'D1': '27', 'D2': '98'}",Ross Colton,Tristan Jarry,,,2021-10-13T02:11:46Z,"{'x': 53.0, 'y': 1.0}"
307,308,3,EV,17:35,2:25,GOAL,"PIT #9 RODRIGUES(1), Wrist, Def. Zone, 124 ft.Assist: #6 MARINO(1)","{'C': '53', 'L': '23', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '10', 'L': '18', 'D1': '27', 'D2': '98'}",Evan Rodrigues,John Marino,,,2021-10-13T02:12:00Z,"{'x': 31.0, 'y': 32.0}"
308,309,3,EV,17:35,2:25,FAC,PIT won Neu. Zone - PIT #77 CARTER vs TBL #21 POINT,"{'C': '77', 'R': '17', 'L': '43', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '21', 'R': '86', 'D1': '27', 'D2': '98', 'G': '88'}",Jeff Carter,Brayden Point,,,2021-10-13T02:12:42Z,"{'x': 0.0, 'y': 0.0}"
309,310,3,EV,18:11,1:49,GOAL,"PIT #17 RUST(1), Wrist, Neu. Zone, 113 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'R': '86', 'D1': '27', 'D2': '77'}",Bryan Rust,,,,2021-10-13T02:13:18Z,"{'x': 24.0, 'y': 10.0}"
310,311,3,EV,18:11,1:49,FAC,PIT won Neu. Zone - PIT #11 BOYLE vs TBL #41 BELLEMARE,"{'C': '18', 'L': '10', 'D1': '2', 'D2': '52', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '24', 'D2': '98', 'G': '88'}",Brian Boyle,Pierre-Edouard Bellemare,,,2021-10-13T02:13:53Z,"{'x': 0.0, 'y': 0.0}"
311,312,3,,18:32,1:28,STOP,OFFSIDE,"{'C': '18', 'L': '10', 'D1': '2', 'D2': '52', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,2021-10-13T02:14:14Z,{}
312,313,3,EV,18:32,1:28,FAC,PIT won Neu. Zone - PIT #11 BOYLE vs TBL #41 BELLEMARE,"{'C': '18', 'L': '10', 'D1': '2', 'D2': '52', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '24', 'D2': '98', 'G': '88'}",Brian Boyle,Pierre-Edouard Bellemare,,,2021-10-13T02:14:45Z,"{'x': 20.0, 'y': -22.0}"
313,314,3,EV,19:04,0:56,MISS,"PIT #10 O'CONNOR, Wrist, Wide of Net, Off. Zone, 26 ft.","{'C': '18', 'L': '10', 'D1': '6', 'D2': '28', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '24', 'D2': '98', 'G': '88'}",Drew O'Connor,Andrei Vasilevskiy,,,2021-10-13T02:15:18Z,"{'x': -75.0, 'y': -23.0}"
314,315,3,,19:04,0:56,STOP,HAND PASS,"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",,,,,,
315,316,3,EV,19:04,0:56,FAC,TBL won Neu. Zone - PIT #53 BLUEGER vs TBL #79 COLTON,"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",Ross Colton,Teddy Blueger,,,2021-10-13T02:15:42Z,"{'x': 0.0, 'y': 0.0}"
316,317,3,EV,19:15,0:45,HIT,"TBL #79 COLTON HIT PIT #53 BLUEGER, Off. Zone","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",Ross Colton,Teddy Blueger,,,2021-10-13T02:15:53Z,"{'x': 94.0, 'y': -23.0}"
317,318,3,,19:34,0:26,STOP,ICING,"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",,,,,2021-10-13T02:16:12Z,{}
318,319,3,EV,19:34,0:26,FAC,TBL won Off. Zone - PIT #53 BLUEGER vs TBL #79 COLTON,"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",Ross Colton,Teddy Blueger,,,2021-10-13T02:16:39Z,"{'x': 69.0, 'y': 22.0}"
319,320,3,EV,19:40,0:20,SHOT,"TBL ONGOAL - #81 CERNAK, Slap, Off. Zone, 44 ft.","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",Erik Cernak,Tristan Jarry,,,2021-10-13T02:16:44Z,"{'x': 45.0, 'y': 2.0}"
320,321,3,EV,19:48,0:12,SHOT,"TBL ONGOAL - #79 COLTON, Wrist, Off. Zone, 43 ft.","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",Ross Colton,Tristan Jarry,,,2021-10-13T02:16:52Z,"{'x': 56.0, 'y': 29.0}"
321,322,3,EV,19:55,0:05,SHOT,"TBL ONGOAL - #81 CERNAK, Slap, Off. Zone, 59 ft.","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",Erik Cernak,Tristan Jarry,,,2021-10-13T02:16:59Z,"{'x': 37.0, 'y': -28.0}"
322,323,3,,20:00,0:00,PEND,Period End- Local time: 10:17 EDT,"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'L': '14', 'D1': '44', 'D2': '81', 'G': '88'}",,,,,2021-10-13T02:17:04Z,{}
323,324,3,,20:00,0:00,GEND,Game End- Local time: 10:17 EDT,{},{},,,,,2021-10-13T02:17:13Z,{}
